Participant,Finished,cluster,question,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9
7,True,2,"In your opinion, how important are open data, materials, and/or code for your work?",Extremely important,NA,NA,NA,NA,NA,NA,NA,NA
7,True,2,"What is your experience with using open data, materials, and/or code developed by others?","I am aware of open data, materials, and/or code developed by others, but have not used them",NA,NA,NA,NA,NA,NA,NA,NA
7,True,2,"What is your experience with openly sharing data, materials, and/or code that you developed?","I am aware of open data, materials, and/or code, but have not shared my own",NA,NA,NA,NA,NA,NA,NA,NA
7,True,2,Are you familiar with the FAIR principles for data and code?,"I have some experience with the FAIR principles, but do not follow them regularly",NA,NA,NA,NA,NA,NA,NA,NA
7,True,2,"The following are possible concerns that researchers could have about making data, materials, and/or code developed by them openly available. Which of these concerns would you agree with?","I might lose control over how my data, materials, and/or code are being used","I might not receive appropriate credit for data, materials, and/or code if I make them openly available","Other_Rules concerning GDPA are complicated, and avoiding open data altogether at least avoids making mistakes in this respect",NA,NA,NA,NA,NA,NA
7,True,3,"In your opinion, how important is preregistration for your work?",Extremely important,NA,NA,NA,NA,NA,NA,NA,NA
7,True,3,What is your experience with study preregistration?,"I am aware of study preregistration, but have not used it",NA,NA,NA,NA,NA,NA,NA,NA
7,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,Preregistration might make it more difficult to publish in certain journals,NA,NA,NA,NA,NA,NA,NA,NA
7,True,4,"In your opinion, how important are open educational resources for your work?",Extremely important,NA,NA,NA,NA,NA,NA,NA,NA
7,True,4,What is your experience with using open educational resources developed by others?,"I have some experience with open educational resources developed by others, but do not use them regularly",NA,NA,NA,NA,NA,NA,NA,NA
7,True,4,What is your experience with openly sharing educational resources that you developed?,"I am aware of open educational resources, but have not shared my own",NA,NA,NA,NA,NA,NA,NA,NA
7,True,4,The following are possible concerns that researchers could have about making educational resources developed by them openly available. Which of these concerns would you agree with?,I might lose control over how my educational resources are being used,I might not receive appropriate credit for my educational resources if I make them openly available,There could be issues related to intellectual property,NA,NA,NA,NA,NA,NA
7,True,5,"In your opinion, how important is to have an open dialogue with society in your work?",Extremely important,NA,NA,NA,NA,NA,NA,NA,NA
7,True,5,What is your experience engaging with society?,I regularly engage with society,NA,NA,NA,NA,NA,NA,NA,NA
7,True,5,The following are possible concerns that researchers could have about engaging with society. Which of these concerns would apply to you?,Some societal actors might have ideas that are too difficult to implement,"It might be difficult to manage expectations of some societal actors (e.g., citizens, politicians)",NA,NA,NA,NA,NA,NA,NA
7,True,6,Do you expect EUR to support you in learning open science practices?,Yes,NA,NA,NA,NA,NA,NA,NA,NA
7,True,6,Which of the following open science practices would you like EUR to provide information or support for?,Open access publishing,"Open data, materials, and/or code",Preregistration,Open educational resources,Open engagement of societal actors,NA,NA,NA,NA
7,True,6,What support services provided at EUR have you used to make your data FAIR?,I attended a workshop on research data management,I looked up relevant information on the EUR website,NA,NA,NA,NA,NA,NA,NA
7,True,7,Do you feel recognized and rewarded by EUR (e.g. in the R&O cycle or appraisal conversation) for the Open Science activities you undertake?,No,NA,NA,NA,NA,NA,NA,NA,NA
7,True,7,In what way were you recognized and rewarded?,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,True,7,In what way do you expect to be recognized and rewarded?,Receive a promotion,Receive a salary raise,NA,NA,NA,NA,NA,NA,NA
7,True,8,Is there anything else you would like to mention about Open Science practices?,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,True,0,School,"Erasmus School of History, Culture and Communication (ESHCC)",NA,NA,NA,NA,NA,NA,NA,NA
8,True,0,Department,History,NA,NA,NA,NA,NA,NA,NA,NA
8,True,0,Position,Other,NA,NA,NA,NA,NA,NA,NA,NA
8,True,1,"In your opinion, how important is Open Access for your work?",Slightly important,NA,NA,NA,NA,NA,NA,NA,NA
8,True,1,What is your experience with Open Access?,I have some experience with Open Access publishing,NA,NA,NA,NA,NA,NA,NA,NA
8,True,1,The following are possible concerns that researchers could have about Open Access publishing. Which of these concerns would you agree with?,Green OA (self-archiving): Non-peer-reviewed findings might add noise to the literature,Green OA (self-archiving): Making my work available pre-publication might reduce the number of citations to the ultimately published work,Gold OA: I might not have enough funding to pay Article Processing Charges for Open Access journals,NA,NA,NA,NA,NA,NA
8,True,1,Is there anything you want to share with us regarding your experiences with Open Access?,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,True,2,"In your opinion, how important are open data, materials, and/or code for your work?",Very important,NA,NA,NA,NA,NA,NA,NA,NA
8,True,2,"What is your experience with using open data, materials, and/or code developed by others?","I regularly use open data, materials, and/or code developed by others",NA,NA,NA,NA,NA,NA,NA,NA
8,True,2,"What is your experience with openly sharing data, materials, and/or code that you developed?","I have some experience with open data, materials, and/or code, but do not share mine regularly",NA,NA,NA,NA,NA,NA,NA,NA
8,True,2,Are you familiar with the FAIR principles for data and code?,"Until now, I hadn't heard of the FAIR principles",NA,NA,NA,NA,NA,NA,NA,NA
8,True,2,"The following are possible concerns that researchers could have about making data, materials, and/or code developed by them openly available. Which of these concerns would you agree with?","Others might find it difficult to understand my data, materials, and/or code","Reuse of my data, materials, and/or code could violate the epistemological framework of my research","I might not receive appropriate credit for data, materials, and/or code if I make them openly available",There could be issues related to intellectual property,NA,NA,NA,NA,NA
8,True,3,"In your opinion, how important is preregistration for your work?",Not at all important,NA,NA,NA,NA,NA,NA,NA,NA
8,True,3,What is your experience with study preregistration?,"Until now, I was unaware of study preregistration",NA,NA,NA,NA,NA,NA,NA,NA
8,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,I don’t know/prefer not to answer,NA,NA,NA,NA,NA,NA,NA,NA
8,True,4,"In your opinion, how important are open educational resources for your work?",Very important,NA,NA,NA,NA,NA,NA,NA,NA
8,True,4,What is your experience with using open educational resources developed by others?,I regularly use open educational resources developed by others,NA,NA,NA,NA,NA,NA,NA,NA
8,True,4,What is your experience with openly sharing educational resources that you developed?,"I have some experience with open educational resources, but do not share mine regularly",NA,NA,NA,NA,NA,NA,NA,NA
8,True,4,The following are possible concerns that researchers could have about making educational resources developed by them openly available. Which of these concerns would you agree with?,I might not receive appropriate credit for my educational resources if I make them openly available,NA,NA,NA,NA,NA,NA,NA,NA
8,True,5,"In your opinion, how important is to have an open dialogue with society in your work?",Very important,NA,NA,NA,NA,NA,NA,NA,NA
8,True,5,What is your experience engaging with society?,"I have some experience with engaging with society, but do not do it regularly",NA,NA,NA,NA,NA,NA,NA,NA
8,True,5,The following are possible concerns that researchers could have about engaging with society. Which of these concerns would apply to you?,"It might require too much time, effort, and resources","It might be difficult to manage expectations of some societal actors (e.g., citizens, politicians)",NA,NA,NA,NA,NA,NA,NA
8,True,6,Do you expect EUR to support you in learning open science practices?,Yes,NA,NA,NA,NA,NA,NA,NA,NA
8,True,6,Which of the following open science practices would you like EUR to provide information or support for?,"Open data, materials, and/or code",Open engagement of societal actors,NA,NA,NA,NA,NA,NA,NA
8,True,6,What support services provided at EUR have you used to make your data FAIR?,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,True,7,Do you feel recognized and rewarded by EUR (e.g. in the R&O cycle or appraisal conversation) for the Open Science activities you undertake?,I don't know/prefer not to answer,NA,NA,NA,NA,NA,NA,NA,NA
